order	player	team	pp	pp_pct	estimate_pct	range_low_pct	range_high_pct	band	recommendation	strength	confidence	gap	physical_coverage	peak_z	accel_z	accel_conf	end_z	end_conf	S_z	game_z	community_z	peak_share	reason_code	supporting_lanes
71	林 琢真	横浜DeNAベイスターズ	82	0.8579	0.685	0.165	0.905	ABOVE_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	-0.17289999999999994	0.4263084689888951	0.3098	0.11766273273250852	0.09315561037457776	0.1176627327325085	0.2345392862550726	0.1094	0.12130080364241433	0	0.7677470140028841	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	
72	梶原 昂希	横浜DeNAベイスターズ	90	0.9638	0.845	0.545	0.985	VERY_FAST	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	-0.11880000000000002	0.42977785154463505	1.4276	0.03980437455119282	0.1403595698144321	0.14889943095794014	0.19889993533435146	0.6278	0.6400456539168964	0	0.8658264889697972	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	
73	牧 秀悟	横浜DeNAベイスターズ	0	0	0.525	0.085	0.815	AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	0.525	0.4	-0.0096	0	0	0	0	-0.171	-0.06660886118725305	0	0.14341424468593045	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	
74	筒香 嘉智	横浜DeNAベイスターズ	45	0.1059	0.025	0.005	0.245	VERY_SLOW	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	-0.0809	0.6842928669177453	-1.1274	-0.7410540615415889	0.6261198546848716	-0.8462533630029644	0.5615230350409458	-0.7166	-0.8803156918228119	0	0.4780464595074521	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,initial_acceleration,end_to_end_maintenance,S_context,game_context
75	蝦名 達夫	横浜DeNAベイスターズ	75	0.7494	0.555	0.095	0.825	AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	-0.1943999999999999	0.4273221594404618	-0.1693	-0.28906746834710917	0.024782115433464647	-0.28906746834710917	0.06629174936807469	0.4	0.40633995575110826	0	0.4599726267246473	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	end_to_end_maintenance
76	今宮 健太	福岡ソフトバンクホークス	66	0.5349	0.255	0.005	0.705	BELOW_AVERAGE	POWERPRO_TOO_HIGH_OR_STALE	LOW_CONFIDENCE_SUPPORTED_CONCERN	MEDIUM	-0.27990000000000004	0.328	-0.9677	0	0	0	0	-0.2223	-0.43583956668713864	0	0.90363488810333	LARGE_DIRECTIONAL_GAP_WITH_PARTIAL_SUPPORT	peak_speed,S_context,game_context
77	周東 佑京	福岡ソフトバンクホークス	96	0.9871	0.995	0.985	0.995	ELITE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	HIGH	0.007900000000000018	0.9353141232492304	2.7051	1.2252665364212842	0.8672677000686091	1.2242103792060999	0.9171127107621587	1.1885	1.233703691447936	0	0.5509067969232126	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,initial_acceleration,end_to_end_maintenance,S_context,game_context
78	山川 穂高	福岡ソフトバンクホークス	47	0.1344	0.015	0.005	0.325	VERY_SLOW	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	-0.11939999999999999	0.34055820648514157	-1.7661	-1.2526256961708135	0.0112933883441928	-1.2526256961708135	0.03056729993961249	-1.0266	-1.0904738640596732	0	0.7294285142141979	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,S_context,game_context
79	柳田 悠岐	福岡ソフトバンクホークス	67	0.5685	0.625	0.145	0.895	ABOVE_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	0.056499999999999995	0.42977785154463505	0.3896	-0.12478671252969464	0.1403595698144321	-0.10333735775294192	0.19889993533435146	-0.1799	-0.6754540049739074	0	0.8237320892177777	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed
80	柳町 達	福岡ソフトバンクホークス	67	0.5685	0.515	0.065	0.855	AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	-0.05349999999999999	0.34055820648514157	-0.0894	-1.2526256961708135	0.0112933883441928	-1.2526256961708135	0.03056729993961249	0.079	0.10394924268334688	0	0.4872239878033647	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	
81	栗原 陵矢	福岡ソフトバンクホークス	59	0.3282	0.375	0.055	0.775	BELOW_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	0.04680000000000001	0.4125582064851416	-0.2491	-0.28906746834710917	0.0112933883441928	-0.28906746834710917	0.03056729993961249	-0.2465	-0.27629729144458137	0	0.6702970426904624	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	
82	正木 智也	福岡ソフトバンクホークス	48	0.1499	0.315	0.045	0.735	BELOW_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	0.1651	0.4125582064851416	-0.4088	-3	0.0112933883441928	-3	0.03056729993961249	-0.325	-0.5730725743154484	0	0.7573742880576562	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	
83	海野 隆司	福岡ソフトバンクホークス	52	0.2067	0.225	0.005	0.695	BELOW_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	0.01830000000000001	0.328	-1.0475	0	0	0	0	-0.1808	-0.16379882571086696	0	0.9242105126693926	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	
84	牧原 大成	福岡ソフトバンクホークス	82	0.8579	0.975	0.835	0.985	ELITE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	0.11709999999999998	0.5230550813406307	1.5074	1.0666185492106657	0.1762003735271822	1.0207363406399697	0.2339832309415868	1.0298	1.3442676568085943	0	0.6429862935774137	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,initial_acceleration,end_to_end_maintenance,S_context,game_context
85	近藤 健介	福岡ソフトバンクホークス	64	0.4599	0.325	0.045	0.745	BELOW_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	-0.13489999999999996	0.4	-0.329	0	0	0	0	-0.4147	-0.3976735028031509	0	0.6492147705431044	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,S_context,game_context
86	丸 佳浩	読売ジャイアンツ	0	0	0.365	0.025	0.795	BELOW_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	0.365	0.328	-0.1693	0	0	0	0	-0.4739	-0.7995368552970596	0	0.35709686102983185	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	
87	佐々木 俊輔	読売ジャイアンツ	76	0.7674	0.825	0.495	0.975	VERY_FAST	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	0.057599999999999985	0.4	1.1082	0	0	0	0	0.4387	0.4983219002808294	0	0.9160992508547261	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,S_context,game_context
88	吉川 尚輝	読売ジャイアンツ	80	0.8346	0.735	0.295	0.925	ABOVE_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	-0.09960000000000002	0.5624462726618136	0.709	-0.9588269253212633	0.23046014063508236	-0.649661643143284	0.3110274349042963	0.612	0.9466637312040282	0	0.5212448708733022	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	initial_acceleration,end_to_end_maintenance
89	大城 卓三	読売ジャイアンツ	24	0	0.005	0.005	0.265	VERY_SLOW	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	0.005	0.4	-1.9258	0	0	0	0	-0.8725	-1.2441393635554336	0	0.9324542457380054	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	
90	岸田 行倫	読売ジャイアンツ	55	0.2351	0.065	0.005	0.525	SLOW	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	-0.1701	0.328	-1.7661	0	0	0	0	-0.3101	-0.2650642275600596	0	0.9230993847825238	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,S_context,game_context
91	松本 剛	読売ジャイアンツ	69	0.6284	0.495	0.105	0.795	AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	-0.13339999999999996	0.5753052974108589	-0.1693	0.1030165405678169	0.2684754368987936	0.10301654056781688	0.315875554470736	0.0196	-0.1815509842608198	0	0.7211376013118644	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	game_context
92	中野 拓夢	阪神タイガース	75	0.7494	0.875	0.615	0.985	VERY_FAST	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	0.12560000000000004	0.4	1.0284	0	0	0	0	0.902	1.2112829787421457	0	0.6760429450522659	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,S_context,game_context
93	伏見 寅威	阪神タイガース	40	0.0611	0.035	0.005	0.375	VERY_SLOW	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	-0.026099999999999998	0.328	-2.0057	0	0	0	0	-0.8004	-1.0855250130414615	0	0.8747032854470899	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,S_context,game_context
94	佐藤 輝明	阪神タイガース	68	0.6021	0.675	0.265	0.855	ABOVE_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	0.07290000000000008	0.48814555350091404	0.3896	-0.14912507650229911	0.12887711674105673	-0.20277893736745492	0.16494139492865667	-0.0527	-0.12196407896640177	0	0.8371355008764628	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed
95	坂本 誠志郎	阪神タイガース	56	0.2481	0.115	0.005	0.635	SLOW	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	-0.1331	0.328	-1.1274	0	0	0	0	-0.5339	-0.8755850850974838	0	0.7557623339281696	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,S_context,game_context
96	大山 悠輔	阪神タイガース	58	0.2946	0.125	0.005	0.555	SLOW	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	-0.16959999999999997	0.4	-0.8879	0	0	0	0	-0.6112	-0.8073252767501566	0	0.7287837088227328	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,S_context,game_context
97	小幡 竜平	阪神タイガース	77	0.7829	0.775	0.305	0.955	ABOVE_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	MEDIUM	-0.007900000000000018	0.39586350027948	0.9485	-0.18202742702213615	0.10081741395194888	-0.394629927833984	0.12539425364631762	0.2723	0.28770825518519155	0	0.8199428332444709	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	initial_acceleration,end_to_end_maintenance
98	木浪 聖也	阪神タイガース	59	0.3282	0.165	0.005	0.685	SLOW	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	-0.16319999999999998	0.328	-1.2871	0	0	0	0	-0.2125	0.03166504262628642	0	0.9652854834198424	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed,S_context
99	梅野 隆太郎	阪神タイガース	57	0.2713	0.275	0.005	0.755	BELOW_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	0.0037000000000000366	0.328	-0.808	0	0	0	0	-0.3795	-0.18599294931294225	0	0.9310067271218917	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	
100	森下 翔太	阪神タイガース	60	0.3437	0.235	0.005	0.685	BELOW_AVERAGE	POWERPRO_PLAUSIBLE	COMPATIBLE_NOT_EXACTLY_VALIDATED	LOW	-0.10870000000000002	0.4	-0.8879	0	0	0	0	-0.0603	-0.045872257793493514	0	0.9737917872134261	POWERPRO_INSIDE_OR_NEAR_INTEGRATED_EVIDENCE_RANGE	peak_speed
