player,team,mine,stat,npbDerived,npbUsed,pp,rawDiff,scalePart,scaleAdj,conflictRaw,conflictResid,conflictVerdict,stale,causes,games,pa,years,ageNow,nChg,lastChangeYear,directT90,shortD,exposure
高橋 周平,中日ドラゴンズ,47.4,40.7,49.515007527055815,29.5,46,1.3999999999999986,6.21577690124527,-4.815776901245272,8.815007527055812,-5.603612723871089,,POWERPRO_STALE_POSSIBLE,MODEL_SCALE|POWERPRO_STALE_OR_ODD,48,102,4,,3,2019,0,0,SOURCE_PA_100_199
奈良間 大己,北海道日本ハムファイターズ,63.2,53.4,66.32783147240988,31.7,64,-0.7999999999999972,-4.427975876922346,3.627975876922349,12.927831472409885,-1.4907887785170164,,POWERPRO_STALE_SUPPORTED,POWERPRO_STALE_OR_ODD,84,192,3,,0,,0,1,SOURCE_PA_100_199
水野 達稀,北海道日本ハムファイターズ,76.1,65.8,79.3195590665471,33.4,71,5.099999999999994,-13.118128461628814,18.218128461628808,13.519559066547103,-0.8990611843797982,,NO_STALE_EVIDENCE,MODEL_SCALE,98,409,2,,1,2024,0,0,SOURCE_PA_400_PLUS
清宮 幸太郎,北海道日本ハムファイターズ,61.7,47.2,66.32783147240988,31.7,56,5.700000000000003,-3.4174930182355467,9.11749301823555,19.12783147240988,4.709211221482979,,POWERPRO_STALE_POSSIBLE,POWERPRO_STALE_OR_ODD,97,363,4,,1,2022,0,0,SOURCE_PA_200_399
田宮 裕涼,北海道日本ハムファイターズ,66.8,51.1,71.67736636411345,32.4,68,-1.2000000000000028,-6.8531347377706595,5.653134737770657,20.577366364113452,6.158746113186551,,NO_STALE_EVIDENCE,MODEL_SCALE,74,236,2,,1,2024,0,0,SOURCE_PA_200_399
郡司 裕也,北海道日本ハムファイターズ,67.6,47,73.97002417484359,32.7,61,6.599999999999994,-7.392058929070288,13.992058929070282,26.970024174843587,12.551403923916686,UNRESOLVED_PROJECT_CONFLICT,POWERPRO_STALE_SUPPORTED,MODEL_SCALE|PROJECT_EVIDENCE_CONFLICT|POWERPRO_STALE_OR_ODD,79,284,4,,0,,0,0,SOURCE_PA_200_399
野村 佑希,北海道日本ハムファイターズ,61.1,44.7,66.32783147240988,31.7,52,9.100000000000001,-3.0132998747608255,12.113299874760827,21.62783147240988,7.209211221482979,,POWERPRO_STALE_SUPPORTED,POWERPRO_STALE_OR_ODD,84,302,4,,2,2022,0,0,SOURCE_PA_200_399
ソト,千葉ロッテマリーンズ,42.7,42.7,,,40,2.700000000000003,9.381956525130569,-6.681956525130566,,,,NO_STALE_EVIDENCE,MODEL_SCALE,88,302,4,,0,,0,0,SOURCE_PA_200_399
ポランコ,千葉ロッテマリーンズ,57.9,45.9,61.7425158509497,31.1,63,-5.100000000000001,-0.8576031095623193,-4.242396890437682,15.842515850949702,1.4238956000228011,,NO_STALE_EVIDENCE,,52,149,4,,0,,0,2,SOURCE_PA_100_199
佐藤 都志也,千葉ロッテマリーンズ,59.6,47.8,63.27095439143642,31.3,71,-11.399999999999999,-2.002817016074026,-9.397182983925973,15.470954391436422,1.0523341405095206,,POWERPRO_STALE_POSSIBLE,POWERPRO_STALE_OR_ODD,88,301,4,,1,2020,0,0,SOURCE_PA_200_399
友杉 篤輝,千葉ロッテマリーンズ,70.2,58.1,73.97002417484359,32.7,87,-16.799999999999997,-9.143562550794073,-7.656437449205924,15.870024174843586,1.4514039239166845,,NO_STALE_EVIDENCE,MODEL_SCALE,83,270,3,,2,2023,0,1,SOURCE_PA_200_399
安田 尚憲,千葉ロッテマリーンズ,47.2,37.3,50.2792267972992,29.6,46,1.2000000000000028,6.3505079490701775,-5.150507949070175,12.979226797299205,-1.4393934536276962,,POWERPRO_STALE_POSSIBLE,MODEL_SCALE|POWERPRO_STALE_OR_ODD,42,129,4,,0,,0,0,SOURCE_PA_100_199
小川 龍成,千葉ロッテマリーンズ,74.1,57.6,79.3195590665471,33.4,86,-11.900000000000006,-11.770817983379743,-0.12918201662026263,21.7195590665471,7.3009388156201975,,NO_STALE_EVIDENCE,MODEL_SCALE,96,346,2,,1,2024,0,0,SOURCE_PA_200_399
山口 航輝,千葉ロッテマリーンズ,61.5,40.8,67.8562700128966,31.9,52,9.5,-3.2827619704106326,12.782761970410633,27.056270012896604,12.637649761969703,PARTIALLY_EXPLAINED,POWERPRO_STALE_SUPPORTED,PROJECT_EVIDENCE_CONFLICT|POWERPRO_STALE_OR_ODD,67,243,4,,0,,0,0,SOURCE_PA_200_399
岡 大海,千葉ロッテマリーンズ,69.5,57.6,73.2058049046002,32.6,82,-12.5,-8.672003883406902,-3.8279961165930985,15.605804904600198,1.187184653673297,,POWERPRO_STALE_POSSIBLE,MODEL_SCALE|POWERPRO_STALE_OR_ODD|CURRENT_EVIDENCE_WEAK,26,50,4,,2,2023,0,0,SOURCE_PA_50_99
藤原 恭大,千葉ロッテマリーンズ,73.4,64.1,76.26268198557366,33,85,-11.599999999999994,-11.299259315992586,-0.3007406840074083,12.16268198557367,-2.2559382653532314,,POWERPRO_STALE_POSSIBLE,MODEL_SCALE|POWERPRO_STALE_OR_ODD,63,278,4,,0,,0,0,SOURCE_PA_200_399
藤岡 裕大,千葉ロッテマリーンズ,55.3,42.1,59.449858040219596,30.8,65,-9.700000000000003,0.8939005121614656,-10.593900512161468,17.349858040219594,2.931237789292693,,NO_STALE_EVIDENCE,CURRENT_EVIDENCE_WEAK,9,26,3,,1,2024,0,0,SOURCE_PA_25_49
髙部 瑛斗,千葉ロッテマリーンズ,78.5,70.9,80.84799760703385,33.6,90,-11.5,-14.734901035527685,3.2349010355276846,9.947997607033841,-4.47062264389306,,POWERPRO_STALE_POSSIBLE,MODEL_SCALE|POWERPRO_STALE_OR_ODD,44,130,3,,2,2022,0,0,SOURCE_PA_100_199
